frequency_mhz,qualification,mapping,format,width,height,bits_per_pixel,mode,background_direction,deadline_guard_cycles,deadline_guard_us,background_offered_mb_s,safe,mandatory_deadline_misses,mandatory_min_service_pct,background_service_pct,published_frames,failed_captures,replay_safe_frames,replay_underruns,video_min_slack_us,video_max_wait_us,audio_deadline_misses,effective_mb_s,dq_util_pct,observed_idle_mb_s,unserved_words,dq_turnarounds,activates
130.0,board-acceptance,linear,720p16,1280,720,16,capture,write,2048,15.753846153846155,0.0,1,0,100.0,100,1,0,0,0,34.94615384615385,18.223076923076924,0,110.97603414647205,42.6830900563354,149.02396585352795,0,399,3124
130.0,board-acceptance,row-bank-chip-column,720p16,1280,720,16,capture,write,2048,15.753846153846155,0.0,1,0,100.0,100,1,0,0,0,30.884615384615383,17.9,0,110.97603414647205,42.6830900563354,149.02396585352795,0,399,3123
130.0,board-acceptance,row-chip-bank-column,720p16,1280,720,16,capture,write,2048,15.753846153846155,0.0,1,0,100.0,100,1,0,0,0,30.884615384615383,18.115384615384617,0,110.97603414647205,42.6830900563354,149.02396585352795,0,399,3132
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,capture,write,2048,15.753846153846155,0.0,1,0,100.0,100,1,0,0,0,30.884615384615383,17.96923076923077,0,110.97603414647205,42.6830900563354,149.02396585352795,0,399,3698
130.0,board-acceptance,stripe-1k-chip-bank,720p16,1280,720,16,capture,write,2048,15.753846153846155,0.0,1,0,100.0,100,1,0,0,0,30.884615384615383,16.253846153846155,0,110.97603414647205,42.6830900563354,149.02396585352795,0,399,3704
130.0,board-acceptance,chip-row-bank-column,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.66923076923077,0.2692307692307692,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3137
130.0,board-acceptance,linear,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.86923076923077,0.16923076923076924,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3137
130.0,board-acceptance,row-bank-chip-column,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.66923076923077,0.2692307692307692,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3139
130.0,board-acceptance,row-chip-bank-column,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.66923076923077,0.2692307692307692,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3137
130.0,board-acceptance,stripe-1k-bank-chip,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.676923076923075,0.2692307692307692,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3735
130.0,board-acceptance,stripe-1k-chip-bank,720p16,1280,720,16,replay,write,2048,15.753846153846155,0.0,1,0,99.97222222222223,100,0,0,1,0,34.676923076923075,0.2692307692307692,0,110.94531413701974,42.671274668084514,149.05468586298028,256,336,3730
143.0,exploratory-overclock,chip-row-bank-column,1080p16,1920,1080,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,10.804195804195805,16.517482517482517,0,249.2160348553895,87.13847372566066,36.78396514461051,0,399,4479
143.0,exploratory-overclock,linear,1080p16,1920,1080,16,capture,write,2048,14.321678321678322,0.0,1,0,100.0,100,1,0,0,0,12.979020979020978,16.657342657342657,0,249.2160348553895,87.13847372566066,36.78396514461051,0,399,4439
